,names.1,names.2,names.3,names.4,names.5,names.6,names.7,names.8,names.9,names.10,names.11,names.12,names.13,names.14,scores.1,scores.2,scores.3,scores.4,scores.5,scores.6,scores.7,scores.8,scores.9,scores.10,scores.11,scores.12,scores.13,scores.14
2776,Ptpn7,Rrbp1,Pank3,Dph6,H1fx,Rnf34,Gfm2,Paip2b,Prpf18,Taf13,Tcf7l2,C330007P06Rik,Med13,Pogz,-1,0.000297817447860532,0.00015464685469209,0.000142219398438894,0.000132249651666622,0.000140012251701469,0.000106094741815272,0.0000955080166390132,0.0000879894669494917,0.0000494056849110269,0.0000732502059267305,0.000022949359531278,0.0000163066626970874,0.00000478246196548894
2777,Arl8a,Ctnnb1,Tmem60,Gtf2a2,Timm10,Wdr45b,Rbm34,Otub1,Vps4b,Lin7c,Add1,Smim8,Rnf114,Rad50,-1,0.00029770727530966,0.00015459401065597,0.000142203532100125,0.000132232997696107,0.000139941926847057,0.00010606473527331,0.0000954817048883729,0.0000879844994352216,0.0000493856683680919,0.0000732323276990466,0.0000229430585616562,0.000016300414180926,0.00000478220251796177
2778,Gm15445,Pdcd6ip,Dock1,Psme4,Trp53bp1,Amn1,Far1,Sap30,Map4,Smg7,Igfbp2,Srek1,Ankrd40,Gm2000,-1,0.000297678447906796,0.000154520764012772,0.00014219979194535,0.000132207093061803,0.000139934158549225,0.000106039718940933,0.0000954248604446568,0.0000879766000741691,0.0000493852109160921,0.0000731867378341052,0.0000229400537864056,0.0000162948789619647,0.00000478187615948537
2779,Elf3,Prpf38a,Hpf1,Ctnnal1,Kdm7a,Asxl2,Xrn1,Rad51,Tipin,Zgrf1,Slc25a13,Spdl1,Grb2,Etf1,-1,0.000297563032746699,0.000154513927655122,0.000142180495881674,0.000132202797502648,0.00013989921093205,0.000106004964694793,0.0000954245246324414,0.000087965175700222,0.0000493646744339315,0.0000731455248488375,0.0000229397552771721,0.0000162875981124757,0.00000478056938973495
2780,Rnpep,Ift88,Vps37a,Haus4,Ppp6r3,Ddx47,Rrp1b,March5,Ndufb2,Prpf4,Arhgap17,Asxl3,Rala,Acbd6,-1,0.000297510170263196,0.000154474226545881,0.00014216383078039,0.000132177381181712,0.000139888394617978,0.000105965030330339,0.0000954080714680942,0.0000879588056402929,0.000049341601307958,0.0000731419952203756,0.0000229356886813479,0.0000162850248471616,0.00000477677929114001
2781,Timm17a,Surf6,Uri1,Cdc40,Nrbf2,Snap23,Stx6,Knl1,Tgif1,Nfe2l2,Cdc25a,Dapk1,Pias4,Fkbp8,-1,0.00029734572786312,0.000154448111191952,0.000142150490096208,0.000132175599727101,0.000139867757338362,0.000105924862334488,0.000095405810313121,0.0000879444296053404,0.0000493354459961669,0.0000731267561007532,0.0000229346728977709,0.000016284811703171,0.00000477605692651183
2782,Lmod1,Gm17018,Med25,Apopt1,Gid8,Sec11a,Gng2,Cyth1,Lamtor3,Lrrc42,1110038F14Rik,Dcakd,Ube2e3,Polr2g,-1,0.000297311142152114,0.000154400855041024,0.000142141603492701,0.000132095898393469,0.000139853529185188,0.000105911592988168,0.0000953976466720099,0.0000879398281903694,0.0000493340161863865,0.0000731218817966472,0.0000229222258647353,0.0000162802186744147,0.00000477217471049331
2783,Shisa4,Ebna1bp2,Amotl1,Timm17a,Tsc22d3,Bmi1,Rap2c,Tnrc18,Atm,Csnk2b,Psmc2,Asnsd1,Glcci1,Tmem128,-1,0.000297291157532812,0.000154336853957486,0.000142101042234893,0.000132033181288491,0.000139822000896461,0.000105901595290402,0.0000953948813298373,0.0000879066736217813,0.0000493273768946893,0.000073114560001476,0.0000229215820392164,0.0000162778804453565,0.00000477173030074574
2784,Ipo9,Tfg,Ip6k2,Atg5,Atg14,Nudt16l1,Akirin1,Ppp4r3a,Higd2a,Nbr1,Stard7,Zfp318,Ttll4,Oip5os1,-1,0.000297161719705655,0.000154322892956459,0.000142068439719674,0.000132026787847912,0.000139801267713215,0.000105895257869764,0.0000953854025392182,0.0000878872236864662,0.0000493198689473023,0.0000730958796087225,0.000022913172276233,0.000016273567307672,0.0000047677925337675
2785,Gm28277,Mpdu1,Prorsd1,Mfap1b,Pdzd11,Smg6,Cox16,Hunk,Ptdss2,Ppp1r35,Rara,Brcc3,Mcmbp,Zc3h18,-1,0.000297098653773377,0.000154315233984982,0.000141992301313037,0.0001320014864293,0.00013978935750423,0.000105877740777202,0.0000953796737628608,0.000087871636484577,0.0000493196449348761,0.0000730942149990989,0.0000229114157621354,0.0000162681894167233,0.00000476690634661353
2786,Nav1,Soat1,Eme1,Ptcd2,Trappc6b,Utp14a,Usf2,Arhgef2,Ppp2r5c,Twistnb,Rala,Paip2b,Mdn1,Pitrm1,-1,0.000297043760178796,0.000154251892435065,0.000141947686782817,0.000131990988784247,0.000139776464466318,0.000105864553748109,0.0000953355606017718,0.0000878551608119297,0.0000493126089618293,0.0000730927774182974,0.0000229039964715998,0.0000162654627157443,0.00000476633401899843
2787,Gm4793,Abcd3,Trnau1ap,Cnn2,Tfg,Lpgat1,Dnttip1,Szrd1,Fam98a,Mfap1a,Casd1,Soat1,Fam91a1,Lrpprc,-1,0.000297027820890085,0.000154244960396324,0.000141862070723082,0.000131969372860951,0.00013977587509531,0.00010584918638214,0.0000953269519161491,0.0000878468811353503,0.0000493118055584568,0.0000730866184773876,0.000022891664345646,0.0000162628271974594,0.00000476545427348176
2788,Csrp1,Smc2,Larp1,Stx5a,Cd81,Psmg2,Pphln1,Cenpk,Acly,Idh3b,Ergic2,Nup88,Efemp2,Ptprg,-1,0.000296725773847809,0.000154214707462123,0.000141846736130979,0.000131946622704052,0.000139761408278006,0.00010583168323247,0.0000953217856140191,0.0000878351132417705,0.0000492729531923515,0.000073046578382154,0.0000228895205184061,0.0000162536292189961,0.00000476247789949116
2789,Phlda3,2410002F23Rik,Col5a1,Ppp5c,Mapk14,Matr3,Bcl11b,Ywhag,Kif20a,Cops3,Sf3b1,Hsf2,Twsg1,Brd9,-1,0.000296687114850436,0.000154173908577294,0.000141812425036482,0.00013194609562447,0.000139755219630808,0.000105822203849894,0.0000952685756808517,0.0000878147444949406,0.0000492583716454185,0.0000730404711754302,0.0000228776758018729,0.0000162487532052732,0.0000047598127777791
2790,Tnni1,Cbll1,Surf4,Fdft1,Paip2b,Spcs3,Sirt2,Sesn3,Trip11,Osbpl9,Fkbp2,Cherp,Tvp23b,Ubxn2a,-1,0.000296552438748276,0.00015416660251689,0.000141809264136895,0.000131924018022533,0.000139753528576424,0.000105794781549735,0.0000952438154800719,0.0000878103983971381,0.0000492438804808768,0.0000730213196371386,0.0000228640806998251,0.0000162479897938335,0.00000475588940280207
2791,Lad1,Gnpnat1,Khdc4,Taf5,Higd2a,Fermt2,Ick,Prps1,Ppp4r3a,Mbip,Bri3bp,Acat1,Fasn,Aggf1,-1,0.000296474607790804,0.000154070426423485,0.000141804122987645,0.000131923696791024,0.000139746633234747,0.000105764774996231,0.0000952122530497905,0.000087796224987945,0.0000492424497092863,0.0000729911858368538,0.0000228609259169089,0.0000162423876520999,0.0000047484301630782
2792,Tmem9,Nsmce1,Sertad2,Pdia6,Cstf3,Mtfr1,Pgp,Kansl2,Pcna,Dalrd3,Ufsp2,Ipo4,Arnt,Med6,-1,0.000296472783815503,0.000154037212234892,0.000141786059751005,0.000131819212540526,0.000139666162951286,0.000105722960269076,0.0000952006768666175,0.0000877955368944084,0.0000492281725812445,0.0000729822304172331,0.0000228563189822997,0.0000162382466028526,0.00000474208500425718
2793,Kif21b,Bloc1s2,Selenoi,Macf1,Aida,Gli2,Hsd17b4,Rgs19,Wasf1,Naa16,Midn,Cstb,Cpsf2,Dek,-1,0.00029647134837681,0.000153980168509127,0.000141663944870707,0.000131803126470176,0.000139639537223305,0.000105709631415557,0.0000951976380370567,0.0000877706026840719,0.0000491954449149996,0.0000729385493739697,0.0000228412095827667,0.0000162305919150848,0.00000474158703624177
2794,Inava,Cnep1r1,Surf6,Ldhb,BC005537,Nxn,Hs2st1,6030458C11Rik,Fdft1,Morc3,Chic1,Lsm1,Chmp5,Naxd,-1,0.000296313818102392,0.000153940457867782,0.000141652654766271,0.000131791717323924,0.000139619997055957,0.00010570593750963,0.0000951808661687496,0.0000877483857025716,0.0000491951182165788,0.0000728998106082246,0.0000228373161611661,0.0000162304264948021,0.00000473664536703897
2795,Camsap2,Lman2l,Drg2,Ttc28,Cript,Khdrbs1,Rad50,Timm17b,Litaf,Uhrf1,Gpi1,Nhlrc2,Yipf5,Trpm7,-1,0.000296302974799627,0.00015386393223131,0.00014162933728914,0.000131766833032153,0.000139530033900137,0.000105675228443552,0.0000951480534827284,0.0000877483532840105,0.0000491797055689782,0.0000728666488501583,0.0000228372854318849,0.0000162278736270676,0.00000473500848495424
2796,9230116N13Rik,Sp3,Smim26,Numa1,Smad2,Plppr3,Kpna1,Mtch2,Pias2,Prdx4,Dusp11,Emc10,Rbm7,Ndufv2,-1,0.000296256532688283,0.000153831287957576,0.000141620396441188,0.000131754594262349,0.000139502182515114,0.00010566323530856,0.0000951372725631032,0.0000877478756050704,0.0000491652592168348,0.0000728395655251752,0.0000228329703857274,0.0000162268495668124,0.00000473171555570473
2797,Ddx59,Psap,Dnajc3,Cnih1,Eftud2,Psme3,Tfdp1,Fbxo45,Atp6v1d,Vmp1,Ip6k2,Trim35,C330007P06Rik,Grcc10,-1,0.000296106540944708,0.000153810042050228,0.000141544548022563,0.00013175371374502,0.000139388737227682,0.000105657492014228,0.0000951320720652034,0.0000877461803762107,0.0000491355762960399,0.0000727680736130502,0.0000228293939551811,0.0000162128742153819,0.00000473106950803267
2798,Kif14,Etnk1,Mphosph6,Uck2,Usp9x,Pou2f1,Cs,Psmd11,Tsr3,Sugt1,Gtf2f2,Cd320,Arl2bp,Prrc2a,-1,0.000295917009464623,0.000153792742172118,0.000141532760738507,0.000131748268697926,0.000139325392068565,0.000105656641132857,0.0000951159771712464,0.0000877039973623451,0.0000491307710390469,0.000072765167720926,0.0000228293503705946,0.0000162104453679356,0.00000472827406549211
2799,Zfp281,Impa2,Carm1,Rasa2,Zfp57,Chrac1,Creb1,Ankfy1,Znrd1,Dnajc5,Ptpra,Creb1,Xpo1,Fkbp2,-1,0.000295908612803487,0.000153720362334867,0.000141487370737874,0.000131739541668209,0.000139310193555199,0.000105649645190331,0.0000951063820429676,0.0000876967994712574,0.0000491203853379777,0.0000727465548905996,0.0000228228215954423,0.0000162084294008318,0.00000472487405001275
2800,Nr5a2,Taf3,Men1,Dcaf7,Bloc1s5,Lnpep,Dgkz,Uspl1,Mettl16,Eif3i,Ctnnbl1,Gapvd1,Nin,Ift27,-1,0.000295889616561477,0.000153693012451136,0.000141466516944851,0.000131707401318843,0.000139282478675937,0.000105634570265209,0.0000950983698699137,0.0000876902138125418,0.000049102195210351,0.0000727400013664584,0.000022804831570364,0.0000162015124017068,0.00000472357301727796
2801,Gm26930,Tmem126b,Utp15,Rcor2,Cox16,Crebzf,Map3k7,Acap2,Mdm4,Uba5,Mydgf,Terf1,Hgs,Mphosph10,-1,0.000295805989747779,0.0001536750540499,0.000141380467765699,0.000131703126051375,0.000139158100847832,0.000105623348150917,0.0000950954868499022,0.0000876842321729852,0.0000490881963999046,0.0000727258361006367,0.0000227966199903237,0.0000161950569271752,0.00000471895617430859
2802,A430106G13Rik,Cep57,Nop16,Brwd3,Tufm,Ptpn9,Nr2c2,Mdc1,Cdc42se2,Mcts1,Nop53,Cmpk1,Gosr2,Elp5,-1,0.000295744799223234,0.000153633232331963,0.000141343849155429,0.000131672493535663,0.000139140010335259,0.000105621436394581,0.0000950674222947063,0.0000876669399491314,0.0000490710625903036,0.0000727038416547631,0.0000227937328439052,0.0000161948929409845,0.00000471558746881932
2803,Nek7,Hif1an,Spg21,Gtf3c3,Dnaaf2,Jpt2,Atp6v1d,Gemin7,Oip5os1,Tnks,Ythdc1,Eif3l,P4hb,Agk,-1,0.000295736874884138,0.000153631699084152,0.000141301991917286,0.000131650386293256,0.00013910019471781,0.000105579090551607,0.0000950624824407557,0.0000875672805601981,0.0000490512648485878,0.0000726988394255966,0.0000227930314300095,0.0000161855220835624,0.00000470859692666269
2804,Lhx9,Stk11,Tpgs1,Cop1,Rab18,Ddx19a,Eif2b5,Fam110b,Drg1,Msmo1,Wdr61,Esco2,Baz1b,Trmt1,-1,0.000295701308265609,0.000153627712388527,0.000141285322678349,0.000131626222869097,0.000139067734430579,0.000105569636074428,0.0000950536506002165,0.0000875617200377728,0.0000490286874408551,0.000072681347571905,0.0000227867992449463,0.0000161836452905955,0.00000470479958869797
2805,2310009B15Rik,Akt1s1,Narf,Psmg4,Dctpp1,Sept10,Ccp110,4833439L19Rik,Vkorc1,Supt3,Otulin,Hp1bp3,Dock7,Zfp518a,-1,0.000295654727670477,0.000153600652598437,0.0001412382072325,0.000131619750530302,0.000139051201837085,0.000105558875706743,0.000095040152121853,0.000087558588310183,0.0000490285295265015,0.0000726697884653161,0.0000227828930144699,0.0000161802155608779,0.00000470291757904694
2806,Dennd1b,Cep83,Anapc4,Gm26917,0610009B22Rik,Usf1,2210016L21Rik,Cdca8,Cep78,Mcee,Strn3,Ppp4r2,Fbxo22,Thap12,-1,0.000295652797489617,0.000153586332955662,0.000141228588451482,0.000131591297853796,0.000139033098153394,0.000105530989519446,0.0000949921307568856,0.0000875387415158415,0.0000490029791379222,0.0000726419020454827,0.0000227769073428149,0.000016177410112357,0.00000469689048825887
2807,Zbtb41,Ube2a,Amn1,Nfrkb,Wdr89,Polr1c,Dcaf8,Tpd52l2,Daam1,Arhgef40,Bace1,Senp2,Rbm28,Hist1h2ae,-1,0.000295620287199964,0.000153523186236587,0.000141199499789092,0.000131580801315419,0.000139026047613036,0.000105524510911898,0.0000949670926413221,0.0000874716354868697,0.0000489996341621236,0.0000726343769457306,0.0000227702534446483,0.000016169586620761,0.00000469336170266719
2808,Kcnt2,Itpa,Tanc1,Ss18l2,Maged1,Pgam5,Snip1,Kdm3b,Nub1,Snapc1,Hectd1,Zcchc9,Tlk1,Dnttip2,-1,0.000295590976328073,0.00015342608022952,0.000141190885057552,0.00013156059901015,0.000138889472848166,0.000105510614914824,0.0000949647956393403,0.0000874609189713314,0.0000489963124939848,0.0000726314065734938,0.0000227480531285434,0.0000161649025355736,0.00000469217246136534
2809,Cdc73,Six4,Gosr2,Dync1li1,Naa38,Nenf,Gtpbp10,Nol10,Pank2,Gnl3l,Mgat2,Epb41,Hcfc1,Dbt,-1,0.00029558332834784,0.000153387624429868,0.000141180458569578,0.000131557328533561,0.000138879609656761,0.000105491391514948,0.0000949538394355493,0.0000874557453638478,0.0000489892845902923,0.0000726224884381832,0.0000227472399265878,0.0000161589031606541,0.00000469004531395311
2810,B3galt2,Atic,Gid8,Prkrip1,Gpc3,Sart3,Ptprf,B3gnt5,Fam49b,Gm17018,Phf2,Polr3f,Haus6,Cwc22,-1,0.000295418076164021,0.000153352596960341,0.000141139007708639,0.000131497592338664,0.00013885084723198,0.000105486822561527,0.0000949202197891682,0.000087449948522532,0.0000489703390756833,0.0000726067105175217,0.0000227463952171929,0.0000161552541011448,0.00000468948209016456
2811,Ro60,Sparc,Samhd1,Zfp618,Armcx3,Nelfe,Mfhas1,Uso1,Arhgef12,Ppt1,Smad4,Pycrl,Supt20,Pias1,-1,0.000295183181338138,0.000153282003529722,0.000141127917421591,0.00013148750703739,0.000138808741004054,0.000105440617034038,0.0000949146607300486,0.0000874472816559547,0.0000489672240712404,0.0000725924905815934,0.000022740158990602,0.0000161523930642628,0.00000468912550376889
2812,Uchl5,Rcc2,Paxbp1,Mier3,Stt3b,2610507B11Rik,Dnajc11,Drg1,Slc22a17,Luc7l,Btbd3,Coa3,Atxn2l,Psmb7,-1,0.000295177251244609,0.000153281055235296,0.000141074394736322,0.000131486899226183,0.000138763689249508,0.000105439583103079,0.000094913573899135,0.0000874153263898676,0.0000489498679272617,0.0000725917192412196,0.000022739117798682,0.0000161522461261697,0.00000468884177997431
2813,Gm29170,Usp5,Rbm34,Col5a1,Atxn7l3,Xpo6,2310039H08Rik,Rmi1,Vegfb,Map3k4,Adprhl2,Ten1,Vegfa,Terf2ip,-1,0.000295167966102177,0.000153272490086424,0.000141048906423636,0.000131486858504074,0.000138694874806066,0.000105429678870208,0.0000949100077394459,0.0000873768526180772,0.0000489381952653332,0.0000725760043032262,0.000022738878988934,0.0000161520250169799,0.00000468809418862889
2814,Rgs2,Prc1,Crtc3,Ahsa2,Adsl,Strn3,Rab5c,Fam98a,Usf2,Adgrl2,Snhg6,Pcif1,Zdhhc21,Tbc1d15,-1,0.00029516165127766,0.0001532688717669,0.000140931479839624,0.000131462839834201,0.000138692384277062,0.000105424386730792,0.0000948989227847328,0.0000873740311963028,0.0000489091513956028,0.0000725730332699037,0.0000227299836700756,0.0000161508896147252,0.00000468680621451808
2815,Rgs18,Srp68,Rad54l2,Chchd3,Bud23,Aup1,Ptar1,Apex2,Rcn3,Klhl23,Ube4b,Bsg,Cep89,Eif2b4,-1,0.00029509355721478,0.000153234413550425,0.000140923371991644,0.000131453392942529,0.000138674932914375,0.000105413658836789,0.0000948794625213859,0.000087367462414701,0.0000489045777243523,0.0000725703015125128,0.0000227264422634097,0.0000161502665696548,0.00000468490186310048
2816,Brinp3,Rae1,Galnt1,Rad54b,Golga4,Rnf138,Rmi1,Haus3,Ptpn2,Pdrg1,Pten,Tgs1,Tcf12,Ube2d2a,-1,0.000295081126234358,0.000153219977119496,0.000140909561243466,0.000131435976726739,0.00013867151365106,0.000105413281125338,0.0000948623905825263,0.0000873656127868751,0.0000489008662697043,0.0000725638408436898,0.0000227194425355034,0.0000161415741314734,0.00000467958005051363
2817,A230059L01Rik,Ube2e1,Utp18,Rnf130,Zcchc17,B230219D22Rik,Tmem98,Rab8a,Ten1,Pdcd6,Timm22,Zw10,Scaf8,4933434E20Rik,-1,0.000295043618121302,0.000153214473223491,0.000140901491000512,0.0001314037052294,0.000138666487039519,0.000105413080966465,0.0000948513184522529,0.0000873488330648426,0.000048891203586003,0.0000725465870223668,0.0000227194202746618,0.0000161357739910419,0.0000046758011706608
2818,Pla2g4a,Phf10,Tmem97,Malsu1,Crnkl1,Sirt2,Prkacb,Prmt7,Atf2,Zfp407,Usp25,Zc3h18,Cat,Ap3d1,-1,0.0002950392415498,0.000153202411482553,0.000140881781236013,0.000131392445302884,0.000138654601086237,0.000105408100013706,0.0000948477419920045,0.0000873199161872292,0.0000488908506315055,0.0000725134359053822,0.0000227177492955079,0.0000161325287721122,0.00000467545138172215
2819,Odr4,Ndufv1,Cep295,Coq7,Akap11,Kif18a,Senp2,Nbn,Sri,Mllt10,Frmd6,Ect2,Tstd2,Tlk1,-1,0.000294942678688636,0.000153169794353887,0.000140868310844549,0.000131372164968016,0.000138654351903754,0.000105404675176489,0.0000948312982203831,0.0000873147946861827,0.0000488704639059727,0.0000724994998050748,0.0000227153388862057,0.0000161254644334629,0.00000467429352232399
2820,Prg4,Ift52,Pitpna,Armcx6,Tor1a,Med31,Tfg,Amd1,Parp2,Ppp1r11,Tmem14c,Btg1,Slc38a2,Tiprl,-1,0.000294918461041101,0.000153158514490057,0.000140851801076279,0.000131344889422746,0.00013864163984087,0.000105396945398879,0.0000948286572746655,0.000087305515214319,0.0000488600751016499,0.0000724848861938647,0.0000227079247166979,0.0000161167136609977,0.0000046740682972896
2821,Gm20631,Dcp2,Chek1,Ncstn,Ppp4r1,Med9,Khsrp,Pias2,Atg14,Rab8b,Emd,Akt1,Bcl2l1,Zfp91,-1,0.000294842304322975,0.000153155978368005,0.000140810408453462,0.000131343618777174,0.000138636714022303,0.000105376375115443,0.0000948110072926176,0.0000872883458896312,0.0000488552011035245,0.0000724735927774887,0.0000227078233852191,0.0000161153289777093,0.00000467317168253139
2822,Gm10138,Arl13b,Ccdc14,Aak1,Etv5,Cox19,Ncapd3,Utp14a,Clpx,Ugcg,Ccni,Gigyf1,Rab5if,Ints6,-1,0.000294837630383563,0.000153147846289113,0.000140797969340405,0.000131304950168514,0.000138449901821903,0.000105356910644305,0.000094772883145925,0.0000872781187733115,0.0000488546727173034,0.0000724658600654772,0.0000227063792065828,0.0000161046931661411,0.00000466897956403384
2823,Trmt1l,Cenpe,Ccna2,Nudt4,Sdcbp,Mvb12a,Foxp2,Ilf2,Arxes1,Mvb12a,Phb,Gtf3c2,Tsc22d4,Phf12,-1,0.000294754466100119,0.000153142066425156,0.000140777753236952,0.00013127284147466,0.00013844253931478,0.000105291871160704,0.0000947580572939774,0.0000872777473492469,0.0000488420919457992,0.0000724612698555523,0.0000227035139646467,0.0000161012909418115,0.00000466628123116268
2824,Rnf2,Ammecr1l,Nsd3,Arid4a,Ccnh,Gcn1,Birc2,Suclg2,Aurkaip1,Pibf1,Chm,Ammecr1,Spout1,Prpf19,-1,0.000294591867125074,0.000153120346990085,0.000140694188346645,0.00013126784942777,0.000138426567262652,0.000105285649389723,0.0000947481105909505,0.0000872636961849008,0.0000488190333396714,0.0000724368601192153,0.0000227028054746587,0.0000160790890265693,0.00000466411330306689
2825,Fam129a,Pmpcb,Borcs7,Depdc1a,Ebna1bp2,Mtdh,Cops7a,Sdhaf4,Mertk,Rab22a,Hmgcr,Apaf1,Rnf219,Matr3,-1,0.000294446035983783,0.000153095530252893,0.00014068842321927,0.000131208513496398,0.000138411305680518,0.000105281368016349,0.0000947307624827803,0.0000872623495638376,0.0000488154876414194,0.0000723745076526014,0.0000227010059587806,0.000016074988060088,0.00000465933884745723
2826,2810414N06Rik,Dlat,Mis12,Hdac6,Iqcb1,Uimc1,Ahi1,2310009B15Rik,Ric1,Dync1li1,Ccz1,Cnot7,Pole4,Abhd17b,-1,0.000294393473730863,0.000153078869896819,0.00014065790561998,0.000131165960779581,0.000138370794421479,0.000105280773218597,0.000094719453196655,0.0000872606956900611,0.0000488036658924812,0.0000723524663874614,0.0000226956407154057,0.0000160743397620848,0.00000465791936227355
2827,Edem3,Taf2,Mbtps1,Pole,Mir17hg,Sympk,Kmt5b,Atp11c,Cldnd1,Acot13,Arl8b,Msrb1,Yeats2,Hmgb3,-1,0.000294302897541878,0.000153074240334846,0.00014065503841802,0.000131151673641389,0.000138362071224075,0.000105250371938418,0.0000946977446657579,0.0000872466836190387,0.0000487967507861914,0.0000723303536905747,0.0000226822638950154,0.0000160735526976094,0.00000465774905761287
2828,1700025G04Rik,Ppp6r1,Ggnbp2,4833439L19Rik,Snx27,Ric1,Tmbim6,Nadk,Nudt9,Nubp1,Trmt11,Erp44,Gas1,C330007P06Rik,-1,0.000294286245291062,0.000153070129697635,0.000140596421190065,0.000131067652456854,0.000138291926950735,0.000105235933881176,0.0000946745441109009,0.0000872444262358712,0.0000487922308699362,0.000072330137745578,0.0000226495108413427,0.0000160698533635083,0.00000465770918358013
2829,Colgalt2,Lars2,Mettl6,Stk4,Pcmt1,Patz1,Taf13,Nfyb,Zfp950,Wasf1,1190007I07Rik,Tmtc2,Tbck,Zfp318,-1,0.000294202536718865,0.000153043258882791,0.000140594015714857,0.000131043493591612,0.000138291568382848,0.000105166964711258,0.0000946042780867161,0.000087234224388644,0.0000487902186994908,0.0000722858932587273,0.0000226432992928836,0.0000160629616432636,0.00000465610241376546
2830,Rgl1,Zmym2,Ccdc25,Ndufb2,Tsnax,Top2b,Cdc7,Nup50,Pogk,Tpi1,Ppp1r12a,Zfp90,Rngtt,Nmt2,-1,0.000294196642540823,0.000153032784861613,0.00014051665321409,0.000131038895229862,0.000138288681468215,0.000105155570086718,0.0000945989848747928,0.000087231785303927,0.0000487870987902302,0.0000722703582869236,0.0000226403200830416,0.0000160565944989563,0.0000046521692721787
2831,Gm28792,Spred2,Prkar2a,Zyx,Pigp,Pwwp2a,Tgif1,Itfg1,Lrrc49,Zfp955b,Polr3d,Bcap29,Ndufv3,Arfgef1,-1,0.000294164994887826,0.000153023381356549,0.000140492397561586,0.000131027790859607,0.000138263997251699,0.000105128734168359,0.0000945966201333479,0.0000872246791713256,0.0000487860344040535,0.0000722268353292426,0.0000226356221242314,0.0000160498243230631,0.00000465160500573949
2832,Ncf2,Poldip3,Cited1,Ythdf3,Tpi1,Hdhd2,Frg1,Sephs2,Gabarapl1,Cebpzos,Nudt21,Ppwd1,Sec11a,Zdhhc6,-1,0.000294141175120488,0.000153008033776943,0.000140424350844711,0.000131018194203632,0.000138246438180978,0.00010509719896028,0.0000945762467938764,0.000087219823538728,0.0000487846964446934,0.0000722229595187412,0.0000226347242320934,0.0000160414264126323,0.00000465139005309405
2833,Smg7,Zfp90,Scamp3,Ndufb3,Zfp945,Ncbp1,Nsmce4a,Suz12,Srsf4,Rad50,Dguok,Ppp4r3a,Galk1,Copz1,-1,0.000294050023991461,0.00015282689436169,0.000140423785321106,0.000130994979926009,0.000138225748041091,0.000105091741711534,0.0000945506084454162,0.0000871840941964819,0.0000487815892672658,0.0000722221531228518,0.0000226172197408723,0.0000160406349259299,0.00000464775886981417
2834,Gm28791,Ints3,Spc25,Tgoln1,Nsmce2,Med6,Bex1,Cacna1a,Cog2,Dctn6,Gatad2b,Setd5,Nup98,Ccm2,-1,0.00029391442792432,0.000152784011490542,0.000140401624900825,0.000130981987289327,0.00013822368117584,0.000105053737659892,0.0000945330568676081,0.0000871831073671235,0.0000487700425900741,0.0000722145934364401,0.0000226114246831226,0.0000160344705952075,0.00000464186510659387
2835,Lamc2,Bag4,Fgd1,Dnajb4,Ccdc6,Zfp871,Hdac4,B9d1,Rcbtb1,Mpp5,Ino80b,Rap1a,Zfp622,Rpp30,-1,0.000293862176946759,0.000152759964208028,0.000140389202428441,0.000130980049218003,0.000138189434516631,0.000105046335134784,0.000094531749097132,0.0000871641141637521,0.0000487569467617331,0.000072197475509522,0.0000226048762267445,0.0000160319077974229,0.00000464182145770316
2836,Lamc1,Podxl2,Got2,Dync2li1,Rnf168,Svil,Prrx2,Mapk1,Wtap,Scaf8,Scnm1,Rprd1a,Ska1,Plekha8,-1,0.00029386064525444,0.000152747516868186,0.000140351859601441,0.000130957746884131,0.000138186765799749,0.000105042292290054,0.0000945266120229084,0.0000871616342812059,0.0000487296652960688,0.0000721957706419365,0.0000226042218262777,0.0000160254650881918,0.00000463741654504896
2837,E330020D12Rik,Fundc1,Dcaf7,Nufip1,Fn1,Nt5c3,Farsb,Lamtor5,Adk,Hcfc1,Tmf1,Mfap1a,Rab11a,Mpc2,-1,0.00029384208956156,0.000152677931496205,0.000140320192861544,0.000130945340496284,0.000138171924721631,0.000105030247188843,0.0000945126915190244,0.0000871550294949187,0.0000487261160538455,0.0000721943698207436,0.0000225941506816498,0.0000160227840612653,0.00000463728914291927
2838,Npl,Tbc1d5,Chtop,Hsd17b12,Ppp2r3a,Otud6b,Lrpprc,Bcl2l12,Klhl9,Zcchc10,Tmed7,Prkar1a,Poglut2,Fmr1,-1,0.000293810498357316,0.000152526171672505,0.000140272175683078,0.000130915342739722,0.000138168450994715,0.000104996530516633,0.0000944390030177586,0.0000871507317920144,0.0000487259623093382,0.0000721781141029731,0.0000225828185100158,0.0000160202674562424,0.00000463702725175818
2839,Rgs8,Ccnb1,Igf2r,Por,Dennd6a,Pts,Zmym2,Nol12,Sec14l1,Meaf6,Tox4,Ints2,Ciao2b,Nup107,-1,0.000293719048691498,0.000152402534841326,0.000140267571029912,0.00013089171128701,0.000138162260413791,0.000104983478291574,0.0000944388313876,0.0000871381599434391,0.0000487180561995689,0.0000721774427074653,0.0000225817106395155,0.0000160083860892315,0.00000463649386086403
